Cargo,Local,Empresa,Descricao,Link
Engenheiros de Dados Sênior,"São Paulo, SP",Softtek,Análise e levantamento de requisitos junto às áreas de negócio;Bancos de dados relacionais e linguagem SQL (Oracle / SQL Server);Junte-se a Softtek Brasil!,https://tinyurl.com/y62zu4dr
Engenheiro de Dados / Cientista de Dados - Sênior - DataSUS,"São Paulo, SP",Keyrus Brazil,Experiência com modelagem de dados.Suporte em integração de dados DataSUS com outras fontes de mercado e internas.Experiência de trabalho com base DataSUS.,https://tinyurl.com/y67wj9j8
Engenheiro de Dados Azure Senior,"São Paulo, SP",Keyrus Brazil,"Criar pipelines de ingestão e transformação de dados.Analise e documentação das diversas fontes de dados do cliente (APIs, banco de dados relacionais e NO-SQL)…",https://tinyurl.com/y3xd7bld
Engenheiro de Dados Júnior,"Porto Alegre, RS",WKRH,"Experiência em normalização de dados.Agregar valor aos contratos de uma empresa de prestação de serviços de TI através da consolidação e modelagem de dados,…",https://tinyurl.com/yy7rpver
Engenheiro de Dados Sênior,"Campinas, SP",Almon Talentos Humanos,Responsável por encontrar tendências nos conjuntos de dados e desenvolver algoritmos para transformar os dados brutos em informações úteis para tomada de…,https://tinyurl.com/y2whulge
Analista de Desenvolvimento de Software (Engenharia de Dados...,"Curitiba, PR",Ewave do Brasil,"Criação, modelagem e manutenção de banco de dados SQL e NoSQL;Quer atuar em empresa inovadora de soluções de monitoramento de trânsito e veículos?",https://tinyurl.com/y4axfo78
Engenheiro de Dados,"São José dos Campos, SP",TerraMagna,Experiência em engenharia de dados e/ou desenvolvimento de software.Descobrir oportunidades para a aquisição de novos dados.Experiência em pipelines e ETL.,https://tinyurl.com/y2b9cw2w
engenheiro(a) de dados júnior,"São Paulo, SP",enjoei,"O(a) engenheiro(a) de dados será responsável pela governança dos principais dados da empresa e por fornecê-los da melhor forma para os outros times, suportando…",https://tinyurl.com/yxadf8bb
engenheiro(a) de dados pleno,"São Paulo, SP",enjoei,Experiência com ingestão de dados em batch.O (a) engenheiro (a) de dados será responsável pela governança dos principais dados da empresa e por fornecê-los da…,https://tinyurl.com/yyydmtzg
@ Engenheiro de Dados Spark Cloudera Sênior,"São Paulo, SP",Keyrus Brazil,O consultor irá trabalhar com tarefas de desenvolvimento e manutenção de rotinas utilizando PySpark e Pandas para ETL de entidades no Datalake.,https://tinyurl.com/y3bgptuz
ESPECIALISTA ENGENHEIRO DE DADOS,"Rio de Janeiro, RJ",Energisa - Recrutamento Externo,"Construir, otimizar e executar scripts de atualização de dados de forma performática;Garantir as melhores práticas de modelagem e persistência de dados;",https://tinyurl.com/yxqyra3y
Engenheiro de Dados Sênior,"São Paulo, SP",Vitta,Conhecimentos em modelagem de dados;Conhecimento em bancos de dados estruturados;Ter a oportunidade de impactar a saúde de milhões de brasileiros.,https://tinyurl.com/y5h3awgh
ANALISTA ENGENHEIRO DE DADOS SÊNIOR,"São Paulo, SP",Brasilprev,"Experiência em: Análise e programação de demandas de modelagem e extração de dados.Venha fazer parte do nosso time de tecnologia, onde você terá com o objetivo…",https://tinyurl.com/y4lqkrhh
Engenheiro de Dados Pleno,"São Paulo, SP",Vitta,Conhecimentos em modelagem de dados;Conhecimento em bancos de dados estruturados;Ter a oportunidade de impactar a saúde de milhões de brasileiros.,https://tinyurl.com/y6j8com9
engenheiro(a) de dados sênior,"São Paulo, SP",enjoei,Experiência com ingestão de dados em batch.O(a) engenheiro(a) de dados será responsável pela governança dos principais dados da empresa e por fornecê-los da…,https://tinyurl.com/y3ujap94
Engenheiro de Dados,"Curitiba, PR",Neodent,"Atuação em projetos de Big Data, preferencialmente na construção de camadas de ingestão de dados e/ou estruturação de dados.A gente faz o mundo sorrir.",https://tinyurl.com/y36kbmoe
Engenheiro de Dados GCP - Pleno,"Campinas, SP",Kumulus Cloud e Data,"Participação em projeto de dados;Noção de Arquitetura de Dados.Metodologias de Gestão de projeto Ágil.Conceitos de Datalake (Raw, Storage, History, Processed…",https://tinyurl.com/yxdw4ovs
Engenheiro de Dados PL,"Campinas, SP",JR Assessoria em RH,"Pelo menos 1 ano de experiência em garantia de qualidade e engenharia de teste com ETL, Hadoop ou similar;Experiência, teste de sistema OLAP e OLTP, teste de…",https://tinyurl.com/yyvq8t23
Analista de Eng. de Dados,"São Paulo, SP",PayGo Pagamentos,Melhorar a qualidade e eficiência de processos de envio e transformação de dados;Experiência técnica em modelagem de dados e técnicas de segmentação;,https://tinyurl.com/y3yc4ya5
Engenheiro(a) de Dados Python Sênior (Remoto),Brasil,GeekHunter,"Arquitetar e construir estruturas para análise e ciência de dados, integrando alto volume de dados captados em nossas várias fontes de dados;",https://tinyurl.com/y44j62gh
Engenheiro de Dados,"Ponta Grossa, PR",KMM,"Como Engenheiro de dados, você ajudará na criação de ferramentas e serviços de exploração de dados.Conhecimento de linguagens de programação relacionada a…",https://tinyurl.com/y6tqveag
Engenheiro de Dados,"Jaraguá do Sul, SC",UpFlux Process Mining,Aplicar e disseminar uma cultura de melhores práticas de engenharia e arquitetura de software e dados;O volume de dados e criticidade dos casos de uso da…,https://tinyurl.com/y33wzzm4
Engenheiro de Dados,"Brasília, DF",Lanlink Informática,Colaborar com a equipe de Ciência de Dados para desenvolver soluções baseadas no ecossistema de dados da Microsoft.Conhecimento em soluções de dados do Azure.,https://tinyurl.com/y533wfaw
Engenheiro de Dados Junior,"São Paulo, SP",Avec,Realizar integração de produto de dados;Experiência em modelagem de banco de dados;Experiência de banco de dados SQL e NOSQL;Atuar na melhorias do Data Lake;,https://tinyurl.com/y3726quq
Engenheiro(a) de Dados - AWS,"São Paulo, SP",Consultoria EP,Atribuições: - Monitorar performance e sugerir mudanças de infraestrutura; - Gerenciar processos da AWS tanto de infra como de aplicações.,https://tinyurl.com/y3hum56h
Engenheiro de Dados - Sênior | Python & Spark,"São Paulo, SP",Semantix,Quer impactar bilhões de vidas com dados?Atuar de forma consultiva na Ingestão e tratamento de dados com Python e Spark;,https://tinyurl.com/y6pvkpl4
Engenheiro de Dados,"Joinville, SC",ASAAS,Experiência com banco de dados relacionais.Criar soluções para as necessidades de dados da companhia.O Asaas é uma plataforma de emissão e gestão de cobranças…,https://tinyurl.com/y2w8xqyv
Engenheiro De Dados - DV,"Jaguariúna, SP",Divulga Vagas,"Construir, avaliar e executar scripts de atualização de dados de forma performática.Experiência com ferramentas de ETL e integração de dados;",https://tinyurl.com/y4flfb7r
Engenheiro De Dados Foco Em AWS - São Paulo - SP,"São Paulo, SP",Líder e Gestão,"Titulo: Engenheiro de Dados Foco em AWS - São Paulo - SPDescricao: Vaga PJ.Turno: Turno Não InformadoRequisitos: Python, No sql, Sql, Etl, Spark.",https://tinyurl.com/y6dhc3f2
Engenheiro De Dados (Azure) - DV,"Campinas, SP",Divulga Vagas, Irá atuar no desenvolvimento de Pipelines de ingestão e tratamento dos dados em ambientes big data e também transacionais.,https://tinyurl.com/y6hcmp4e
Engenheiro de Dados,"Rio de Janeiro, RJ",Sys Manager,Se você é da área de tecnologia e está em busca de novos desafios!Conhecimento em Cloud (AWS ou Google ou Azure) e containers; Mascaramento e anonimização de…,https://tinyurl.com/y6tzgo43
Especialista em TI (Engenharia de Dados) - Corporativo - RJ...,"Rio de Janeiro, RJ",Rede D'Or São Luiz,Resumo das principais atividades: Trabalhar com as mais novas tecnologias do mercadoAutonomia para desenvolvimento de modelos e proposta de soluções Incentivo…,https://tinyurl.com/yyzj5g72
Engenheiro de Dados,"São Paulo, SP",DogHero,Em parceria com os times de Produto e Engenharia implementar o sistema de rastreamento de dados.Criar pipelines de dados e ETL para a implementação de Data…,https://tinyurl.com/y3xqb7yk
Engenheiro(a) de Dados Hadoop,"Brasília, DF",GeekHunter,Conhecimento de modelagem de dados e SQL;Experiência na criação de rotinas de preparação de dados para análises (ETL);O que você irá fazer?,https://tinyurl.com/y56ry4n2
Engenheiro de Dados JR,"São Paulo, SP",HAYS,"Engenheiro de dados JR - CLT.Conhecimento em bancos de dados (MySQL, MS-SQL).Empresa multinacional com abrangência mundial em consultoria de soluções de…",https://tinyurl.com/y2jbtwmh
Engenheiro de dados PL,"São Paulo, SP",HAYS,"Engenheiro de dados PL (CLT).Conhecimentos em banco de dados (MySQL, MS-SQL.Pacote de remuneração e benefícios atrativo e plano de carreira.",https://tinyurl.com/y6xhnjzh
Engenheiro de Dados Júnior,"São Paulo, SP",Lendico Brasil,Análise das fontes de geração de dados.Estamos buscando uma pessoa altamente motivada e qualificada para se juntar à missão de democratizar o uso de dados em…,https://tinyurl.com/y4py2wkg
Engenheiro de Dados - Assai,"São Paulo, SP",Semantix,"Engenheiro de dados para programação SQL, de preferência com certificação Oracle.Quer impactar bilhões de vidas com dados?",https://tinyurl.com/y2kyjkmg
Engenheiro de Dados,Estado de São Paulo,GFT Technologies,Levantamento de necessidades e definições de formato de integração de dados;Experiência em soluções de dados;Experiencia em modelagem de dados;,https://tinyurl.com/y2686yzr
"Especialista em Engenharia de Dados - Morumbi, SP","São Paulo, SP",UnitedHealth Group,Desenvolvimento de análise de dados;O UnitedHealth Group é um empregador de igualdade de oportunidades de emprego.Conhecimentos em Kubernetes/Docker na Azure;,https://tinyurl.com/y2u9lmjt
Engenheiro de Dados,"Campinas, SP",Icaro Tech,"Conhecimento de banco de dados (SQL ou NoSQL).Como parte do time de Engineering, você fará parte do chapter de Data & Analytics e atuará com a manipulação e…",https://tinyurl.com/y462qr2y
Engenheiro de Dados,"Campinas, SP",#vempraGateware,"Gerenciar transformações de serviços de dados e Data Quality usando SQL: analisando dados redundantes e inconsistentes.VR ou VA: R$ 511,00 (mensais);",https://tinyurl.com/yxzlvba9
Engenheiro de Dados,"São Paulo, SP",Saúde iD - Toda Saúde é única.,Domínio de técnicas de ingestão e tratamento de dados.Habilidade com modelos de governança de dados e regras de segurança.,https://tinyurl.com/y373utm6
Engenheiro de Dados Senior - Projeto SPC,"São Paulo, SP",Semantix,"Será responsável pelo entendimento e recebimento de atividades relacionadas a engenharia de dados, irá realizar o desenvolvimento e passagem para sustentação.",https://tinyurl.com/y35ypbrs
Engenheiro(a) de Dados (remoto) SQL,Brasil,GeekHunter,O que você irá fazer?At least 3 years of extensive experience.Report to Co-Founder/Managing Partner.Data-driven analytical mindset with 'can-do' attitude.,https://tinyurl.com/y2bcdjfs
Engenheiro de Dados II,"Rio de Janeiro, RJ",PEBMED,"Conhecimentos sólidos de banco de dados, padrões e casos de uso;Construir códigos e scripts de limpeza e tratamento de dados, deduplicação, ajuste de missing…",https://tinyurl.com/y4cu6s3h
[SP] Engenheiro de Dados,"São Paulo, SP",RADIX Engenharia e Software,"Transformar de dados (manipulação de dados, estruturação de dados, transformações matemáticas, transformações estruturais, leitura e parse de arquivos - excel,…",https://tinyurl.com/yycf3fly
Engenheiro de Dados - remoto -SP,"Barueri, SP",HOLDEN Recruiting Talents,Experiência em banco de dados SQL SERVER;Experiência em Desenvolvimento e modelagem de Data Warehouse;Experiência em arquitetura e processos de cargas para…,https://tinyurl.com/y5vpbhet
Engenheiro de Dados - Sênior,"São Paulo, SP",Semantix,Quer impactar bilhões de vidas com dados?Curso de inglês e espanhol (in company) - Após 03 meses de empresa.Atuar em cliente com os itens abaixo.,https://tinyurl.com/yxd5jwt2
Engenheiro de Dados,"São Paulo, SP",VR Benefícios,"Validar regras e dados de relatório;Programa de Participação de Resultados.Fazer levantamento de requisitos de negócio, identificar necessidades e sugerir…",https://tinyurl.com/y4kgcgbl
Eng. de Dados Senior (Brasil/Remoto),"São Paulo, SP",Programmer’s,Desenvolver processos de ETL/ELT.Modelagem de Dados (Conceitos starchema e snowflake).SQL Server / Azure SQL Database.,https://tinyurl.com/yygkp6ez
Eng. de Dados Pleno (Brasil/Remoto),"São Paulo, SP",Programmer’s,Desenvolver processos de ETL/ELT.Modelagem de Dados (Conceitos starchema e snowflake).SQL Server / Azure SQL Database.,https://tinyurl.com/y2lbn227
@ Engenheiro de Dados Python + GCP,"São Paulo, SP",Keyrus Brazil,"Capacidade de análise de soluções apropriadas e criá-las tecnicamente, com a qualidade apropriada (testes em QA, criação de massas de testes, etc).",https://tinyurl.com/y25gp8jp
Engenheiro/Cientista de Dados - Pleno,"São Paulo, SP",Softtek,"Aplicar técnicas de visualização de dados e de estatística para análise de dados.Análise de dados, desenvolvimento e validação de modelos de Machine Learning.",https://tinyurl.com/y2tu53p6
Engenheiro(a) de Dados Python (Remoto),"Brasília, DF",GeekHunter,"Realizar a higienização de dados;Experiência com manipulação de dados;Neste mês de novembro, o empresa ficou em 1º lugar em cases de sucesso de empresas de…",https://tinyurl.com/y2ltln3y
Engenheiro de Qualidade de Dados - Pleno,"Campinas, SP",#vempraGateware,"Gerenciar transformações de serviços de dados e Data Quality usando SQL: analisando dados redundantes e inconsistentes.VR ou VA: R$ 511,00 (mensais);",https://tinyurl.com/y5ypn7v8
Estágio em Engenharia de Dados,"Barueri, SP",Funcional Health Tech,"Noções básicas de Modelagem de dados.A área de Data Engineering é responsável por realizar a manutenção do Data Warehouse atual, assegurando um processo de…",https://tinyurl.com/y4jbdk7q
Especialista em Engenharia de Dados (AWS),"Barueri, SP",Funcional Health Tech,"A área de Data Engineering é responsável por realizar a manutenção do Data Warehouse atual, assegurando um processo de transação de dados para ambiente em cloud…",https://tinyurl.com/y6yygcxx
Consultor(a) de Engenharia de Dados,"São Paulo, SP",Conectt,"Cultura colaborativa, de gestão horizontal e incentivo à troca de feedbacks.Experiência na modelagem de DW e Data Marts, de preferência para mercado financeiro…",https://tinyurl.com/y4wh56kg
Analista de Engenharia de Dados (Scala),"São Paulo, SP",Avanade,"Permita a descoberta de dados de questões centrais, tendências, resultados esperados e reais para humanos e máquinas que consomem os dados.",https://tinyurl.com/y6bbxpql
Engenheiro(a) de Dados sênior Python (remoto),Brasil,GeekHunter,"Personalização da carteira de benefícios.O que você irá fazer?Administration/maintenance of ElasticSearch servers;Work in Cloud environments (AWS, GCP);",https://tinyurl.com/y352uuak
Engenharia de Dados - Pleno,"Belo Horizonte, MG",A3Data,"Conhecimento de modelagem de dados.Integração das plataformas de visualização de dados com Cloud.Extração de dados de diversas fontes como API, SFTP,…",https://tinyurl.com/yxftubjs
Engenheiro de Dados,"Belo Horizonte, MG",LOCALIZA,"Experiência de gerenciamento de grandes massas de dados (Big Data);Como parte de nossa estratégia de transformação digital, estamos em um processo de migração…",https://tinyurl.com/y523ya2d
Engenharia de Dados,Estado de São Paulo,GFT Technologies,Python ou outra linguagem de manipulação de dados.Sólidas habilidades de resolução de problemas.Extração de dados estruturados e não estruturados.,https://tinyurl.com/y2p7xnoj
Engenheiro de Dados PowerCenter + BDM JR,Brasil,Red Pill RH,Banco de dados SQL Server.Nosso cliente possui a missão de auxiliar as empresas a extrair todo o potencial de Dados e Digital objetivando aumentar seu…,https://tinyurl.com/y6fz69dy
Engenheiro de Dados Sênior,"Jaguariúna, SP",#vempraGateware,"Buscamos um Engenheiro de Dados Sênior para atuar em nosso #DreamTeamGateware alocado diretamente em nosso cliente, sendo este uma multinacional em Jaguariúna…",https://tinyurl.com/y6srolo2
Engenheiro de Dados PL/SR,"Curitiba, PR",TAKING,"Aplicação de regras de negócios e disponibilização nas estruturas de dados.REQUISITOS: -Prática no desenvolvimento de pipelines de dados, fazendo uso de Python…",https://tinyurl.com/y6p8jahf
Estágio - Engenheiro de dados,"Curitiba, PR",ROIT,Desenvolvimento de Pipelines de ETL.Sustentação de bancos e etls.Iniciamos nosso dia com uma Daily com todos os Roiters para alinharmos expectativas e trazer…,https://tinyurl.com/y58dmcy7
Engenheiro de Dados Senior Power Center,Brasil,Red Pill RH,Solução de problemas (busca de soluções).Nosso cliente possui a missão de auxiliar as empresas a extrair todo o potencial de Dados e Digital objetivando…,https://tinyurl.com/y4pcurhh
Engenheiro de Dados Azure,Brasil,Red Pill RH,"Engenheiro de Dados Senior com no mínimo 5 anos de experiência em processos de ingestão de dados, para atuar em processo de ingestão de dados baseado em PySpark…",https://tinyurl.com/y4mryo2k
Engenheiro de Dados Informatica Cloud Sr,Brasil,Red Pill RH,Engenheiro de dados Sr. responsável pelo desenvolvimento de pipeline de dados utilizando a ferramenta Informatica Cloud com experiência em trabalhos com grandes…,https://tinyurl.com/y6jdgv2d
Engenheiro de Dados Júnior/Pleno,"São Paulo, SP",Leega Consultoria,"Extrair, organizar, tratar e disponibilizar os dados gerando indicadores para tomada de decisões gerenciais e de alto nível.",https://tinyurl.com/y5ohvl5t
Engenheiro de Dados AWS Sênior (Portal EC),"Barueri, SP",Leega Consultoria,"Modelagem de Dados Relacional e Dimensional.Se você busca uma empresa dinâmica e parceira e que investe em seus colaboradores através de capacitação constante,…",https://tinyurl.com/y6fpadkb
Engenheiro de Dados Senior (Python + GCP),Brasil,Red Pill RH,"Espera-se que este profissional tenha conhecimento em técnicas de captura, tratamento e estruturação de dados em arquitetura de processamento de dados com…",https://tinyurl.com/y5pkapc3
Engenheiro de Dados PL,"Curitiba, PR",Grupo Boticário,"Desenvolver estratégias de aquisição de dados (históricos e online), recuperação de informação, implementação de pipelines de processamentos de dados e…",https://tinyurl.com/y2ognb8g
Engenheiro de Dados Senior,"São Paulo, SP",Cognizant,"Bachelors in science , engineering or equivalent.Understand the functional/ nonfunctional requirements.Prepare the list of requirements and seek review inputs…",https://tinyurl.com/y4lqpgau
Engenheiro de Dados Sênior,"São Paulo, SP",TAKING,.O time de Engenharia de Dados é responsável por construir todo o alicerce de dados que os.Monitorar e implementar de boas práticas de Qualidade de Dados.,https://tinyurl.com/y6smp44b
Engenheiro de Dados Azure Senior,Brasil,Red Pill RH,Engenheiro de Dados Senior responsável pelo fluxo de ingestão de dados:Construir pipelines de extração de dados de diversas fontes e armazenar em um Azure Data…,https://tinyurl.com/y22sj4wd
Engenheiro de Dados Big Data Python AWS,Brasil,Red Pill RH,"Engenheiro de dados para apoiar cliente com engenharia reversa e validação de dados em ambiente Big Data.Atuará tanto no desenvolvimento dos fluxo de carga,…",https://tinyurl.com/y2beh5g3
Engenharia de Dados| Presencial,"Jaguariúna, SP",Ambev Tech,Liderar frentes técnicas de engenharia de dados;Automatizar processos de ingestão e processamento de dados.Colaborar com cientista de dados para implementar e…,https://tinyurl.com/yxj2p2um
Engenheiro de Dados Senior,"Belo Horizonte, MG",Inklua Servicos Para Inclusao de Pcd Ltda,Atividades: Definir e manipular a arquitetura de dados da área de Business Intelligence (BI); Construir e gerenciar pipelines confiáveis de dados envolvendo…,https://tinyurl.com/y6mom35z
Engenheiro de Dados Sênior ( remoto),"São Paulo, SP",HOLDEN Recruiting Talents,Experiência em banco de dados SQL SERVER;Estamos recrutando para empresa de grande porte:Experiência em Desenvolvimento e modelagem de Data Warehouse;,https://tinyurl.com/y3nxgsq4
Engenheiro(a) de Dados Python,"São Paulo, SP",GeekHunter,"Você assume a responsabilidade por seu crescimento no trabalho diário, ao explorar novas ideias de negócios e desenvolver habilidades além das necessidades…",https://tinyurl.com/y354upwy
Engenheiro de Dados Pleno/Sênior,"São Paulo, SP",Leega Consultoria,"Extrair, organizar, tratar e disponibilizar os dados gerando indicadores para tomada de decisões gerenciais e de alto nível.",https://tinyurl.com/yxbc3pzv
Engenheiro de Dados,"Rio de Janeiro, RJ",Morning Star Consulting,"Responsável pelo ciclo completo de uma aplicação de BI;Realizar o processo de ETL, criação de Data Marts e os integrando em um Data Warehouse e visualização…",https://tinyurl.com/y3h9uylj
Engenheiro/a de Dados Senior Teradata,"São Paulo, SP",Ernst & Young,Experiência em projetos de análise de dados relacionados ao Teradata / PowerCenter;Desenvolver processos de integração de dados (ETL) usando os recursos da…,https://tinyurl.com/y43l2rdu
Engenheiro de dados SR,"São Paulo, SP",Semantix,Quer impactar bilhões de vidas com dados?Curso de inglês e espanhol (in company) - Após 03 meses de empresa.,https://tinyurl.com/yxuzgtjk
Engenheiro(a) de Dados Sênior,"São Paulo, SP",Acesso,"Conduzir projetos de soluções analíticas, identificar e viabilizar a aplicação de novas tecnologias, visando a disponibilização de dados para auxiliar na tomada…",https://tinyurl.com/yymdxn72
Engenheiro de Dados Jr.,"São Paulo, SP",PagSeguro PagBank,Avaliar e mentorear tecnicamente os engenheiros de dados.Conhecimento em arquitetura de dados.Conhecimento em modelagem de dados.,https://tinyurl.com/y3k36msz
Engenheiro de Dados Jr.,"São Paulo, SP",Ernst & Young,Auxiliar na criação e manutenção de pipeline de dados.Garantir a ingestão e disponibilização de dados nos ambientes de BI.Fazer a Modelagem de Dados em ErWin;,https://tinyurl.com/y5nqaapy
Engenheiro de Dados Júnior,"São Carlos, SP",Grupo diMelo,Acompanhar release de pacotes de aplicações.Participar de definições de melhores práticas para desenvolvimento de soluções existentes para um melhor…,https://tinyurl.com/y37rlq88
Engenheiro de Dados/Big Data,"São Paulo, SP",Share RH,Realizar avaliação de conformidade dos processos de integração de dados implementados.Definir soluções que envolvam integração de dados de grande complexidade;,https://tinyurl.com/yy2cqs6p
Engenheiro/a de Dados Senior,"São Paulo, SP",Ernst & Young,Auxilia no Desenvolvimento de novos estudos baseado em diferentes tipos de dados.Com os fornecedores de dados identificados para cada necessidade.,https://tinyurl.com/y6o7pmks
Engenheiro de Dados,"Morumbi, SP",Mazzatech,"EXPERIÊNCIA: Conhecimento avançado em Modelagem de Dados ; Conhecimento avançado em Integração de Dados; Conhecimento avançado em Banco de Dados (SQL, Postgre,…",https://tinyurl.com/y65nt28r
Engenheiro de Dados Sênior,"São Paulo, SP",Grupo diMelo,Avaliar processos e direcionar adequações nas soluções visando otimização de performance de código e de infraestrutura;Principais atividades do dia a dia:,https://tinyurl.com/y2mrg22t
Engenheiro(a) de Dados Google Cloud,Brasil,GeekHunter,Construção de solução de pipeline de dados utilizando suíte Google Cloud;Será responsável pela automatização de processos e construção de pipelines.,https://tinyurl.com/y358pmqb
Engenheiro de Dados - Sênior,Remoto,A3Data,Conhecimento de modelagem de dados e uso do BigQuery.Integração das plataformas de visualização de dados com Cloud.** Vaga de um cliente da Talentbrand ***.,https://tinyurl.com/yyu2qfk6
Engenheiro de Dados,"São Paulo, SP",OEmprego,"Sólido conhecimento em ambiente SPARK, HADOOP e soluções de ingestão de grande volume de dados.Experiência em definição de soluções de dados para necessidades…",https://tinyurl.com/y5ge7rbk
Engenheiro de Dados (Azure) (PI),"Campinas, SP",OEmprego,Gerenciamento de banco de dados na nuvem.Atuar na estruturação de plataforma de dados no Azure.Criação de ETL com Data Factory.| Ensino: . | Turno: Integral.,https://tinyurl.com/yxf36o4g
Engenheiro/Cientista de Dados,"São Paulo, SP",Softtek,Conhecimento avançado de desenvolvimento com banco de dados;Domínio de linguagem de programação de back-end;Junte-se a Softtek Brasil!,https://tinyurl.com/yxdu3t8h
Engenheiro/a de Dados Pleno,"Brasília, DF",Ernst & Young,Coordenar o desenvolvimento de novos estudos baseado em diferentes tipos de dados.Coordenar a criação e manutenção de pipeline de dados utilizando os sistemas…,https://tinyurl.com/yxrowvwz
Engenheiro de Dados Pleno,"São Carlos, SP",Grupo diMelo,"Acompanhar release de pacotes de aplicações.Contribuir na definição das camadas de dados e seu respectivo uso;Tipo de vaga: Tempo Integral, Efetivo/CLT.",https://tinyurl.com/yyt8cadr
Engenheiro/a de Dados Teradata,"São Paulo, SP",Ernst & Young,Experiência em projetos de análise de dados relacionados ao Teradata / PowerCenter;Desenvolver processos de integração de dados (ETL) usando os recursos da…,https://tinyurl.com/y2x69x7c
Engenheiro de Dados,"São Paulo, SP",Curriculum.com.br,"Conhecimento avançado em Modelagem de Dados; Conhecimento avançado em Integração de Dados; Conhecimento avançado em Banco de Dados (SQL, Postgre, MongoDB) e…",https://tinyurl.com/y3vupc3s
Coordenador de Engenharia de TI - Dados,"São Paulo, SP",Itaú Unibanco,"O coordenador fará a gestão de um chapter de analistas de ciências de dados que desenvolverão cases de negcios, trabalhando com métodos ágeis e grande…",https://tinyurl.com/yxg36zqv
Gerente Data and Analytics (Engenharia de Dados),"Brasília, DF",Ernst & Young,"Projetar soluções de Engenharia de Dados que usam uma coleção de tecnologias para atingir metas, dada uma ampla variedade de ambientes e tipos de dados.",https://tinyurl.com/y2bp7w8f
[Deloitte] Engenheiro de Dados,"Recife, PE",Porto Digital,"Modelagem e estruturação de dados.Nosso processo de seleção visa atrair essa pluralidade de perfis à nossa cultura corporativa, para que convivam, troquem…",https://tinyurl.com/y3c54rop
Diretor de Engenharia de Dados,"Campinas, SP",Michael Page,"Obrigatório experiência com liderança de times de dados focado em dados de mkt.Experiência na gestão de dados de ponta-a-ponta, com controles de qualidade,…",https://tinyurl.com/y2vtwek4
Engenheiro/a de Dados Sênior,"Brasília, DF",Ernst & Young,Atuar em processos de desenvolvimento de componentes de integração de dados;Auxiliar no Desenvolvimento de novos estudos baseado em diferentes tipos de dados.,https://tinyurl.com/y23keqr8
Engenheiro de Dados,"São Paulo, SP",5A Consultoria,"Desenvolvimento de soluções com grandes volumes de dados, seja offline ou real time;Experiência com modelagem dimensional de dados reporting e dashsboards como…",https://tinyurl.com/y6mzvpq4
Engenheiro de Dados - Pleno,Remoto,A3Data,Conhecimento de modelagem de dados e uso do BigQuery.Integração das plataformas de visualização de dados com Cloud.** Vaga de um cliente da Talentbrand ***.,https://tinyurl.com/y5ntv5ng
Engenheiro de Dados Sênior,"São Paulo, SP",Blend IT,Experiência com criação de pipelines de ingestão de dados usando Google Cloud.Conhecimento em criação de processos de carga de dados batch e streaming (origem…,https://tinyurl.com/y5tbv3to
